"initial_alias","converted_alias","name","description","namespace"
"54998","54998","AURKAIP1","aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]","ENTREZGENE_ACC"
"126382","126382","NR2C2AP","nuclear receptor 2C2 associated protein [Source:HGNC Symbol;Acc:HGNC:30763]","ENTREZGENE_ACC"
"567","567","B2M","beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]","ENTREZGENE_ACC"
"55751","55751","TMEM184C","transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587]","ENTREZGENE_ACC"
"7301","7301","TYRO3","TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]","ENTREZGENE_ACC"
"147687","147687","ZNF417","zinc finger protein 417 [Source:HGNC Symbol;Acc:HGNC:20646]","ENTREZGENE_ACC"
"55721","55721","IQCC","IQ motif containing C [Source:HGNC Symbol;Acc:HGNC:25545]","ENTREZGENE_ACC"
"727957","727957","MROH1","maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]","ENTREZGENE_ACC"
"6723","6723","SRM","spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]","ENTREZGENE_ACC"
"375444","375444","C5orf34","chromosome 5 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:24738]","ENTREZGENE_ACC"
"201475","201475","RAB12","RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]","ENTREZGENE_ACC"
"10780","10780","ZNF234","zinc finger protein 234 [Source:HGNC Symbol;Acc:HGNC:13027]","ENTREZGENE_ACC"
"3835","3835","KIF22","kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]","ENTREZGENE_ACC"
"116151","116151","FAM210B","family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]","ENTREZGENE_ACC"
"3712","3712","IVD","isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186]","ENTREZGENE_ACC"
"6814","6814","STXBP3","syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]","ENTREZGENE_ACC"
"10139","10139","ARFRP1","ADP ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662]","ENTREZGENE_ACC"
"5495","5495","PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]","ENTREZGENE_ACC"
"6942","6942","TCF20","transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]","ENTREZGENE_ACC"
"5782","5782","PTPN12","protein tyrosine phosphatase non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]","ENTREZGENE_ACC"
"1390","1390","CREM","cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]","ENTREZGENE_ACC"
"147948","147948","ZNF582","zinc finger protein 582 [Source:HGNC Symbol;Acc:HGNC:26421]","ENTREZGENE_ACC"
"10536","10536","P3H3","prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]","ENTREZGENE_ACC"
"55364","55364","IMPACT","impact RWD domain protein [Source:HGNC Symbol;Acc:HGNC:20387]","ENTREZGENE_ACC"
"6228","6228","RPS23","ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]","ENTREZGENE_ACC"
"90933","90933","TRIM41","tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013]","ENTREZGENE_ACC"
"84186","84186","ZCCHC7","zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]","ENTREZGENE_ACC"
"51639","51639","SF3B6","splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]","ENTREZGENE_ACC"
"23559","23559","WBP1","WW domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12737]","ENTREZGENE_ACC"
"79029","79029","SPATA5L1","spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762]","ENTREZGENE_ACC"
"8675","8675","STX16","syntaxin 16 [Source:HGNC Symbol;Acc:HGNC:11431]","ENTREZGENE_ACC"
"1478","1478","CSTF2","cleavage stimulation factor subunit 2 [Source:HGNC Symbol;Acc:HGNC:2484]","ENTREZGENE_ACC"
"9342","9342","SNAP29","synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133]","ENTREZGENE_ACC"
"80228","80228","ORAI2","ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]","ENTREZGENE_ACC"
"2961","2961","GTF2E2","general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]","ENTREZGENE_ACC"
"6016","6016","RIT1","Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]","ENTREZGENE_ACC"
"64343","64343","AZI2","5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]","ENTREZGENE_ACC"
"29899","29899","GPSM2","G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]","ENTREZGENE_ACC"
"9236","9236","CCPG1","cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]","ENTREZGENE_ACC"
"79363","79363","CPLANE2","ciliogenesis and planar polarity effector 2 [Source:HGNC Symbol;Acc:HGNC:28127]","ENTREZGENE_ACC"
"79415","79415","CYBC1","cytochrome b-245 chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28672]","ENTREZGENE_ACC"
"159091","159091","PABIR3","PABIR family member 3 [Source:HGNC Symbol;Acc:HGNC:25202]","ENTREZGENE_ACC"
"51020","51020","HDDC2","HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]","ENTREZGENE_ACC"
"8323","8323","FZD6","frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]","ENTREZGENE_ACC"
"664","664","BNIP3","BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]","ENTREZGENE_ACC"
"11073","11073","TOPBP1","DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]","ENTREZGENE_ACC"
"54955","54955","C1orf109","chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]","ENTREZGENE_ACC"
"51196","51196","PLCE1","phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]","ENTREZGENE_ACC"
"9727","9727","RAB11FIP3","RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]","ENTREZGENE_ACC"
"1616","113523636","DAXX","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]","ENTREZGENE_ACC"
"1616","1616","DAXX","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]","ENTREZGENE_ACC"
"64147","64147","KIF9","kinesin family member 9 [Source:HGNC Symbol;Acc:HGNC:16666]","ENTREZGENE_ACC"
"10992","10992","SF3B2","splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]","ENTREZGENE_ACC"
"10857","10857","PGRMC1","progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]","ENTREZGENE_ACC"
"29923","29923","HILPDA","hypoxia inducible lipid droplet associated [Source:HGNC Symbol;Acc:HGNC:28859]","ENTREZGENE_ACC"
"7006","7006","TEC","tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]","ENTREZGENE_ACC"
"64798","64798","DEPTOR","DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953]","ENTREZGENE_ACC"
"55168","55168","MRPS18A","mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515]","ENTREZGENE_ACC"
"57120","57120","GOPC","golgi associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]","ENTREZGENE_ACC"
"3692","3692","EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]","ENTREZGENE_ACC"
"11078","11078","TRIOBP","TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]","ENTREZGENE_ACC"
"140876","140876","RIPOR3","RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]","ENTREZGENE_ACC"
"79744","79744","ZNF419","zinc finger protein 419 [Source:HGNC Symbol;Acc:HGNC:20648]","ENTREZGENE_ACC"
"7916","7916","PRRC2A","proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]","ENTREZGENE_ACC"
"5592","5592","PRKG1","protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414]","ENTREZGENE_ACC"
"90268","90268","OTULIN","OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol;Acc:HGNC:25118]","ENTREZGENE_ACC"
"23548","23548","TTC33","tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]","ENTREZGENE_ACC"
"158747","158747","MOSPD2","motile sperm domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28381]","ENTREZGENE_ACC"
"57476","57476","GRAMD1B","GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]","ENTREZGENE_ACC"
"3071","3071","NCKAP1L","NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]","ENTREZGENE_ACC"
"5430","5430","POLR2A","RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]","ENTREZGENE_ACC"
"23335","23335","WDR7","WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]","ENTREZGENE_ACC"
"55207","55207","ARL8B","ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]","ENTREZGENE_ACC"
"57175","57175","CORO1B","coronin 1B [Source:HGNC Symbol;Acc:HGNC:2253]","ENTREZGENE_ACC"
"54780","54780","NSMCE4A","NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]","ENTREZGENE_ACC"
"5688","5688","PSMA7","proteasome 20S subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]","ENTREZGENE_ACC"
"55344","55344","PLCXD1","phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148]","ENTREZGENE_ACC"
"29920","29920","PYCR2","pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]","ENTREZGENE_ACC"
"123228","123228","SENP8","SUMO peptidase family member, NEDD8 specific [Source:HGNC Symbol;Acc:HGNC:22992]","ENTREZGENE_ACC"
"197320","197320","ZNF778","zinc finger protein 778 [Source:HGNC Symbol;Acc:HGNC:26479]","ENTREZGENE_ACC"
"80003","80003","PCNX2","pecanex 2 [Source:HGNC Symbol;Acc:HGNC:8736]","ENTREZGENE_ACC"
"8467","8467","SMARCA5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]","ENTREZGENE_ACC"
"2733","2733","GLE1","GLE1 RNA export mediator [Source:HGNC Symbol;Acc:HGNC:4315]","ENTREZGENE_ACC"
"150468","150468","CKAP2L","cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]","ENTREZGENE_ACC"
"8266","8266","UBL4A","ubiquitin like 4A [Source:HGNC Symbol;Acc:HGNC:12505]","ENTREZGENE_ACC"
"79132","79132","DHX58","DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]","ENTREZGENE_ACC"
"80205","80205","CHD9","chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]","ENTREZGENE_ACC"
"79934","79934","COQ8B","coenzyme Q8B [Source:HGNC Symbol;Acc:HGNC:19041]","ENTREZGENE_ACC"
"54988","54988","ACSM5","acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]","ENTREZGENE_ACC"
"7094","7094","TLN1","talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]","ENTREZGENE_ACC"
"205327","205327","C2orf69","chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]","ENTREZGENE_ACC"
"64167","64167","ERAP2","endoplasmic reticulum aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:29499]","ENTREZGENE_ACC"
"10009","10009","ZBTB33","zinc finger and BTB domain containing 33 [Source:HGNC Symbol;Acc:HGNC:16682]","ENTREZGENE_ACC"
"439","439","GET3","guided entry of tail-anchored proteins factor 3, ATPase [Source:HGNC Symbol;Acc:HGNC:752]","ENTREZGENE_ACC"
"4709","4709","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]","ENTREZGENE_ACC"
"9414","9414","TJP2","tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]","ENTREZGENE_ACC"
"10376","10376","TUBA1B","tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]","ENTREZGENE_ACC"
"93594","93594","TBC1D31","TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]","ENTREZGENE_ACC"
"55715","55715","DOK4","docking protein 4 [Source:HGNC Symbol;Acc:HGNC:19868]","ENTREZGENE_ACC"
"8731","8731","RNMT","RNA guanine-7 methyltransferase [Source:HGNC Symbol;Acc:HGNC:10075]","ENTREZGENE_ACC"
"11230","11230","PRAF2","PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911]","ENTREZGENE_ACC"
"23225","23225","NUP210","nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]","ENTREZGENE_ACC"
"3033","3033","HADH","hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]","ENTREZGENE_ACC"
"6626","6626","SNRPA","small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]","ENTREZGENE_ACC"
"123355","123355","LRRC28","leucine rich repeat containing 28 [Source:HGNC Symbol;Acc:HGNC:28355]","ENTREZGENE_ACC"
"9140","9140","ATG12","autophagy related 12 [Source:HGNC Symbol;Acc:HGNC:588]","ENTREZGENE_ACC"
"9274","9274","BCL7C","BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]","ENTREZGENE_ACC"
"84920","84920","ALG10","ALG10 alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]","ENTREZGENE_ACC"
"9219","9219","MTA2","metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]","ENTREZGENE_ACC"
"23556","23556","PIGN","phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]","ENTREZGENE_ACC"
"27429","27429","HTRA2","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]","ENTREZGENE_ACC"
"83594","83594","NUDT12","nudix hydrolase 12 [Source:HGNC Symbol;Acc:HGNC:18826]","ENTREZGENE_ACC"
"22984","22984","PDCD11","programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]","ENTREZGENE_ACC"
"124359","124359","CDYL2","chromodomain Y like 2 [Source:HGNC Symbol;Acc:HGNC:23030]","ENTREZGENE_ACC"
"5373","5373","PMM2","phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115]","ENTREZGENE_ACC"
"85007","85007","PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]","ENTREZGENE_ACC"
"9678","9678","PHF14","PHD finger protein 14 [Source:HGNC Symbol;Acc:HGNC:22203]","ENTREZGENE_ACC"
"6845","6845","VAMP7","vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]","ENTREZGENE_ACC"
"123263","123263","MTFMT","mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]","ENTREZGENE_ACC"
"23683","23683","PRKD3","protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]","ENTREZGENE_ACC"
"26577","26577","PCOLCE2","procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]","ENTREZGENE_ACC"
"144699","144699","FBXL14","F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]","ENTREZGENE_ACC"
"64848","64848","YTHDC2","YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721]","ENTREZGENE_ACC"
"11196","11196","SEC23IP","SEC23 interacting protein [Source:HGNC Symbol;Acc:HGNC:17018]","ENTREZGENE_ACC"
"52","52","ACP1","acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]","ENTREZGENE_ACC"
"57683","57683","ZDBF2","zinc finger DBF-type containing 2 [Source:HGNC Symbol;Acc:HGNC:29313]","ENTREZGENE_ACC"
"8402","8402","SLC25A11","solute carrier family 25 member 11 [Source:HGNC Symbol;Acc:HGNC:10981]","ENTREZGENE_ACC"
"81490","81490","PTDSS2","phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]","ENTREZGENE_ACC"
"8343","8343","H2BC7","H2B clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4752]","ENTREZGENE_ACC"
"11284","11284","PNKP","polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]","ENTREZGENE_ACC"
"11231","11231","SEC63","SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]","ENTREZGENE_ACC"
"8945","8945","BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]","ENTREZGENE_ACC"
"148137","148137","PROSER3","proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]","ENTREZGENE_ACC"
"84617","84617","TUBB6","tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]","ENTREZGENE_ACC"
"9722","9722","NOS1AP","nitric oxide synthase 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:16859]","ENTREZGENE_ACC"
"28964","28964","GIT1","GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]","ENTREZGENE_ACC"
"5716","5716","PSMD10","proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]","ENTREZGENE_ACC"
"3632","3632","INPP5A","inositol polyphosphate-5-phosphatase A [Source:HGNC Symbol;Acc:HGNC:6076]","ENTREZGENE_ACC"
"27436","27436","EML4","EMAP like 4 [Source:HGNC Symbol;Acc:HGNC:1316]","ENTREZGENE_ACC"
"57573","57573","ZNF471","zinc finger protein 471 [Source:HGNC Symbol;Acc:HGNC:23226]","ENTREZGENE_ACC"
"57583","57583","TMEM181","transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958]","ENTREZGENE_ACC"
"7976","7976","FZD3","frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]","ENTREZGENE_ACC"
"4943","4943","TBC1D25","TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092]","ENTREZGENE_ACC"
"2483","2483","FRG1","FSHD region gene 1 [Source:HGNC Symbol;Acc:HGNC:3954]","ENTREZGENE_ACC"
"79960","79960","JADE1","jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]","ENTREZGENE_ACC"
"151742","151742","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]","ENTREZGENE_ACC"
"11069","11069","RAPGEF4","Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626]","ENTREZGENE_ACC"
"79657","79657","RPAP3","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]","ENTREZGENE_ACC"
"55577","55577","NAGK","N-acetylglucosamine kinase [Source:HGNC Symbol;Acc:HGNC:17174]","ENTREZGENE_ACC"
"54903","54903","MKS1","MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]","ENTREZGENE_ACC"
"10899","10899","JTB","jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]","ENTREZGENE_ACC"
"7504","7504","XK","X-linked Kx blood group [Source:HGNC Symbol;Acc:HGNC:12811]","ENTREZGENE_ACC"
"55825","55825","PECR","peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]","ENTREZGENE_ACC"
"84065","84065","TMEM222","transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]","ENTREZGENE_ACC"
"54492","54492","NEURL1B","neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]","ENTREZGENE_ACC"
"84674","84674","CARD6","caspase recruitment domain family member 6 [Source:HGNC Symbol;Acc:HGNC:16394]","ENTREZGENE_ACC"
"27122","27122","DKK3","dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]","ENTREZGENE_ACC"
"10471","10471","PFDN6","prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]","ENTREZGENE_ACC"
"51569","51569","UFM1","ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]","ENTREZGENE_ACC"
"1827","1827","RCAN1","regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]","ENTREZGENE_ACC"
"112939","112939","NACC1","nucleus accumbens associated 1 [Source:HGNC Symbol;Acc:HGNC:20967]","ENTREZGENE_ACC"
"26097","26097","CHTOP","chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]","ENTREZGENE_ACC"
"7316","7316","UBC","ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]","ENTREZGENE_ACC"
"57038","57038","RARS2","arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21406]","ENTREZGENE_ACC"
"199990","199990","FAAP20","FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]","ENTREZGENE_ACC"
"138428","138428","PTRH1","peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039]","ENTREZGENE_ACC"
"9202","9202","ZMYM4","zinc finger MYM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:13055]","ENTREZGENE_ACC"
"6284","6284","S100A13","S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]","ENTREZGENE_ACC"
"59338","59338","PLEKHA1","pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]","ENTREZGENE_ACC"
"90639","90639","COX19","cytochrome c oxidase assembly factor COX19 [Source:HGNC Symbol;Acc:HGNC:28074]","ENTREZGENE_ACC"
"23408","23408","SIRT5","sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933]","ENTREZGENE_ACC"
"8637","8637","EIF4EBP3","eukaryotic translation initiation factor 4E binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3290]","ENTREZGENE_ACC"
"115509","115509","ZNF689","zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173]","ENTREZGENE_ACC"
"7268","7268","TTC4","tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12394]","ENTREZGENE_ACC"
"84337","84337","ELOF1","elongation factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:28691]","ENTREZGENE_ACC"
"9706","9706","ULK2","unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]","ENTREZGENE_ACC"
"57547","57547","ZNF624","zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]","ENTREZGENE_ACC"
"84886","84886","C1orf198","chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]","ENTREZGENE_ACC"
"26580","26580","BSCL2","BSCL2 lipid droplet biogenesis associated, seipin [Source:HGNC Symbol;Acc:HGNC:15832]","ENTREZGENE_ACC"
"10195","10195","ALG3","ALG3 alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]","ENTREZGENE_ACC"
"57533","57533","TBC1D14","TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]","ENTREZGENE_ACC"
"1788","1788","DNMT3A","DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]","ENTREZGENE_ACC"
"221037","221037","JMJD1C","jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]","ENTREZGENE_ACC"
"10565","10565","ARFGEF1","ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]","ENTREZGENE_ACC"
"10902","10902","BRD8","bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]","ENTREZGENE_ACC"
"23607","23607","CD2AP","CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]","ENTREZGENE_ACC"
"403341","403341","ZBTB34","zinc finger and BTB domain containing 34 [Source:HGNC Symbol;Acc:HGNC:31446]","ENTREZGENE_ACC"
"4325","4325","MMP16","matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162]","ENTREZGENE_ACC"
"55722","55722","CEP72","centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547]","ENTREZGENE_ACC"
"6631","6631","SNRPC","small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157]","ENTREZGENE_ACC"
"5708","5708","PSMD2","proteasome 26S subunit, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]","ENTREZGENE_ACC"
"53981","53981","CPSF2","cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]","ENTREZGENE_ACC"
"3035","3035","HARS1","histidyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4816]","ENTREZGENE_ACC"
"10781","10781","ZNF266","zinc finger protein 266 [Source:HGNC Symbol;Acc:HGNC:13059]","ENTREZGENE_ACC"
"23515","23515","MORC3","MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]","ENTREZGENE_ACC"
"9692","9692","PRORP","protein only RNase P catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19958]","ENTREZGENE_ACC"
"387787","387787","LIPT2","lipoyl(octanoyl) transferase 2 [Source:HGNC Symbol;Acc:HGNC:37216]","ENTREZGENE_ACC"
